gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
ESPORTSTMNT04_1970393,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1970393?gameHash=0a0c5586dde1ec10,WCS,2021,,0,10/5/2021 11:09,1,11.19,100,Blue,team,,,Hanwha Life Esports,oe:team:3a1d18f46bcb3716ebcfcf4ef068934,,Ryze,Xin Zhao,Lucian,Azir,LeBlanc,2447,0,5,18,13,5,18,0,0,0,0,0,,,,0.1226,0.564,1,2,4,2,4,0,1,0,1,0,0,,0,0,1,2,0,0,0,2,0,3,8,1,1,5,3,0,1,103454,2536.6735,,3631.7286,4545.3126,141,3.4573,76,1.8635,74,349,8.5574,66406,40074,982.6073,,65000,-0.100804,,1149,276,,,34.9407,15245,18155,331,15093,18302,315,152,-147,16,0,0,1,1,2,0,23908,29907,548,24532,30667,539,-624,-760,9,0,0,3,3,6,0
ESPORTSTMNT04_1970393,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1970393?gameHash=0a0c5586dde1ec10,WCS,2021,,0,10/5/2021 11:09,1,11.19,200,Red,team,,,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,,Lee Sin,Yuumi,Sylas,Ziggs,Braum,2447,1,18,5,45,18,5,1,0,0,0,1,,,,0.4414,0.564,0,4,2,4,2,1,0,0,3,0,0,,0,0,0,0,2,1,2,0,1,8,3,0,0,3,5,1,0,112489,2758.2101,,3452.1455,4059.1582,146,3.5799,79,1.9371,50,348,8.5329,78638,52306,1282.5337,,71900,0.100804,,1141,333,,,36.1422,15093,18302,315,15245,18155,331,-152,147,-16,1,2,0,0,0,1,24532,30667,539,23908,29907,548,624,760,-9,3,6,0,0,0,3
ESPORTSTMNT04_1970397,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1970397?gameHash=752ea04f80588078,WCS,2021,,0,10/5/2021 12:00,1,11.19,1,Blue,top,Buggax,oe:player:ba60f2274afd5a39163aeade95ddab3,Infinity Esports,oe:team:6b34cc2352576d0e4f8d0da5b9521e9,Kennen,Lee Sin,Draven,Amumu,Irelia,Yone,1956,0,1,1,0,6,15,0,0,0,0,0,0,0,0,0.184,0.6442,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,1,11527,353.589,0.263836,377.7607,293.8344,13,0.3988,8,0.2454,4,32,0.9816,11674,7408,227.2393,0.253658,10900,,295,291,4,,,9.0491,3116,4740,81,3316,4735,77,-200,5,4,0,0,0,1,0,0,5453,7805,134,5898,7065,122,-445,740,12,1,0,0,1,0,0
ESPORTSTMNT04_1970397,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1970397?gameHash=752ea04f80588078,WCS,2021,,0,10/5/2021 12:00,1,11.19,2,Blue,jng,SolidSnake,oe:player:a0460a63e8514f72de9fc39fddbe4c0,Infinity Esports,oe:team:6b34cc2352576d0e4f8d0da5b9521e9,Jarvan IV,Lee Sin,Draven,Amumu,Irelia,Yone,1956,0,1,4,3,6,15,0,0,0,0,1,1,0,0,0.184,0.6442,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,0,0,4060,124.5399,0.0929274,786.7485,493.5583,19,0.5828,19,0.5828,17,61,1.8712,9729,5463,167.5767,0.187056,9375,,189,36,153,,,5.7975,3384,3357,58,3154,3492,66,230,-135,-8,1,2,0,0,1,1,5197,5823,99,5270,6591,112,-73,-768,-13,1,3,1,0,3,1
ESPORTSTMNT04_1970397,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1970397?gameHash=752ea04f80588078,WCS,2021,,0,10/5/2021 12:00,1,11.19,3,Blue,mid,cody,oe:player:a66db93c9f417a2500c24e689ba0ccc,Infinity Esports,oe:team:6b34cc2352576d0e4f8d0da5b9521e9,Sylas,Lee Sin,Draven,Amumu,Irelia,Yone,1956,0,0,5,3,6,15,0,0,0,0,1,0,1,0,0.184,0.6442,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,8649,265.3067,0.197963,639.9693,381.5951,23,0.7055,5,0.1534,15,40,1.227,9285,5019,153.9571,0.171852,8935,,207,188,19,,,6.3497,3418,4904,89,2863,4625,68,555,279,21,0,3,1,0,1,1,4609,7137,116,4894,7328,108,-285,-191,8,0,3,2,2,1,2
ESPORTSTMNT04_1970397,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1970397?gameHash=752ea04f80588078,WCS,2021,,0,10/5/2021 12:00,1,11.19,4,Blue,bot,WhiteLotus,oe:player:0c5ad5df75cf72ddf6263f311440242,Infinity Esports,oe:team:6b34cc2352576d0e4f8d0da5b9521e9,Lucian,Lee Sin,Draven,Amumu,Irelia,Yone,1956,0,4,3,1,6,15,1,0,0,0,1,0,1,0,0.184,0.6442,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,1,15634,479.5706,0.357839,481.4724,258.8957,16,0.4908,4,0.1227,4,26,0.7975,13103,8837,271.0736,0.302591,12300,,303,292,11,,,9.2945,3706,3148,77,3039,3524,82,667,-376,-5,2,1,0,0,1,0,6173,5525,135,5003,5857,139,1170,-332,-4,3,1,0,0,1,0
ESPORTSTMNT04_1970397,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1970397?gameHash=752ea04f80588078,WCS,2021,,0,10/5/2021 12:00,1,11.19,5,Blue,sup,Ackerman,oe:player:145201414ecb853de684fbe7d6bb5b6,Infinity Esports,oe:team:6b34cc2352576d0e4f8d0da5b9521e9,Nami,Lee Sin,Draven,Amumu,Irelia,Yone,1956,0,0,2,5,6,15,0,0,0,0,1,0,1,0,0.184,0.6442,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,3820,117.1779,0.0874342,169.9693,114.3865,43,1.319,18,0.5521,14,96,2.9448,6744,2478,76.0123,0.0848416,6150,,21,21,0,,,0.6442,2196,2917,4,1973,2170,12,223,747,-8,0,3,0,0,1,1,3237,4506,6,3073,3585,18,164,921,-12,0,4,0,0,1,2
ESPORTSTMNT04_1970397,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1970397?gameHash=752ea04f80588078,WCS,2021,,0,10/5/2021 12:00,1,11.19,6,Red,top,Guigo,oe:player:d61d8a0b25028f787123bfff542d305,RED Canids,oe:team:67169969ecc058b307edfa9c6b7a3c0,Camille,LeBlanc,Zoe,Xin Zhao,Gnar,Gangplank,1956,1,2,0,9,15,6,0,0,0,0,0,0,0,0,0.4601,0.6442,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,14547,446.227,0.277556,556.1043,438.0368,17,0.5215,6,0.184,7,37,1.135,14204,9938,304.8466,0.258448,14065,,257,241,16,,,7.8834,3316,4735,77,3116,4740,81,200,-5,-4,1,0,0,0,0,0,5898,7065,122,5453,7805,134,445,-740,-12,1,0,0,1,0,0
ESPORTSTMNT04_1970397,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1970397?gameHash=752ea04f80588078,WCS,2021,,0,10/5/2021 12:00,1,11.19,7,Red,jng,Aegis,oe:player:778c6c3733d919a3b64885912be15a9,RED Canids,oe:team:67169969ecc058b307edfa9c6b7a3c0,Lillia,LeBlanc,Zoe,Xin Zhao,Gnar,Gangplank,1956,1,0,1,7,15,6,0,0,0,0,0,0,0,0,0.4601,0.6442,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,0,0,8364,256.5644,0.159585,760.1534,428.1288,15,0.4601,6,0.184,13,38,1.1656,11796,7530,230.9816,0.195823,11225,,247,44,203,,,7.5767,3154,3492,66,3384,3357,58,-230,135,8,0,1,1,1,2,0,5270,6591,112,5197,5823,99,73,768,13,0,3,1,1,3,1
ESPORTSTMNT04_1970397,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1970397?gameHash=752ea04f80588078,WCS,2021,,0,10/5/2021 12:00,1,11.19,8,Red,mid,Grevthar,oe:player:dda07addeb137c860725f0c964dcbbf,RED Canids,oe:team:67169969ecc058b307edfa9c6b7a3c0,Sett,LeBlanc,Zoe,Xin Zhao,Gnar,Gangplank,1956,1,5,2,6,15,6,1,0,0,0,0,0,0,1,0.4601,0.6442,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,13680,419.6319,0.261014,612.362,611.227,18,0.5521,5,0.1534,7,34,1.0429,11355,7089,217.454,0.184354,10075,,205,201,4,,,6.2883,2863,4625,68,3418,4904,89,-555,-279,-21,0,1,1,0,3,1,4894,7328,108,4609,7137,116,285,191,-8,2,1,2,0,3,2
ESPORTSTMNT04_1970397,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1970397?gameHash=752ea04f80588078,WCS,2021,,0,10/5/2021 12:00,1,11.19,9,Red,bot,TitaN,oe:player:1c010180887360e5d6ab967fd93693d,RED Canids,oe:team:67169969ecc058b307edfa9c6b7a3c0,Miss Fortune,LeBlanc,Zoe,Xin Zhao,Gnar,Gangplank,1956,1,7,1,5,15,6,2,0,0,0,0,0,0,0,0.4601,0.6442,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,12773,391.8098,0.243708,287.8528,169.0491,21,0.6442,16,0.4908,12,61,1.8712,15010,10744,329.5706,0.27941,12800,,299,279,20,,,9.1718,3039,3524,82,3706,3148,77,-667,376,5,0,1,0,2,1,0,5003,5857,139,6173,5525,135,-1170,332,4,0,1,0,3,1,0
ESPORTSTMNT04_1970397,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1970397?gameHash=752ea04f80588078,WCS,2021,,0,10/5/2021 12:00,1,11.19,10,Red,sup,Jojo,oe:player:54dfc311555112498c08f57e93c0270,RED Canids,oe:team:67169969ecc058b307edfa9c6b7a3c0,Leona,LeBlanc,Zoe,Xin Zhao,Gnar,Gangplank,1956,1,1,2,8,15,6,0,0,0,0,0,0,0,0,0.4601,0.6442,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,3047,93.4663,0.0581366,339.7546,395.7975,49,1.5031,12,0.3681,18,86,2.638,7418,3152,96.6871,0.0819648,6500,,33,33,0,,,1.0123,1973,2170,12,2196,2917,4,-223,-747,8,0,1,1,0,3,0,3073,3585,18,3237,4506,6,-164,-921,12,0,1,2,0,4,0
ESPORTSTMNT04_1970397,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1970397?gameHash=752ea04f80588078,WCS,2021,,0,10/5/2021 12:00,1,11.19,100,Blue,team,,,Infinity Esports,oe:team:6b34cc2352576d0e4f8d0da5b9521e9,,Lee Sin,Draven,Amumu,Irelia,Yone,1956,0,6,15,12,6,15,1,0,0,0,1,,,,0.184,0.6442,1,3,2,3,2,1,0,1,1,0,0,,0,0,1,1,1,0,0,1,0,2,9,1,0,5,4,0,2,43690,1340.184,,2455.9202,1542.2699,114,3.4969,54,1.6564,54,255,7.8221,50535,29203,895.7975,,47660,-0.136917,,828,187,,,31.135,15820,19066,309,14345,18546,305,1475,520,4,3,9,1,1,4,3,24669,30796,490,24138,30426,499,531,370,-9,5,11,3,3,6,5
ESPORTSTMNT04_1970397,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1970397?gameHash=752ea04f80588078,WCS,2021,,0,10/5/2021 12:00,1,11.19,200,Red,team,,,RED Canids,oe:team:67169969ecc058b307edfa9c6b7a3c0,,LeBlanc,Zoe,Xin Zhao,Gnar,Gangplank,1956,1,15,6,35,15,6,3,0,0,0,0,,,,0.4601,0.6442,0,2,3,2,3,0,0,2,0,0,0,,0,0,0,1,1,1,1,0,1,9,2,0,1,4,5,2,0,52411,1607.6994,,2556.227,2042.2393,120,3.681,45,1.3804,57,256,7.8528,59783,38451,1179.4785,,54665,0.136917,,798,243,,,31.9325,14345,18546,305,15820,19066,309,-1475,-520,-4,1,4,3,3,9,1,24138,30426,499,24669,30796,490,-531,-370,9,3,6,5,5,11,3
ESPORTSTMNT04_1970407,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1970407?gameHash=91bf2ece757b7bac,WCS,2021,,0,10/5/2021 13:06,1,11.19,1,Blue,top,Ale,oe:player:f40f1b0923c35568f417aef1e01ca6b,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,Fiora,Nidalee,Twisted Fate,Jayce,Kennen,Poppy,1477,1,8,1,2,15,5,2,0,0,0,1,1,0,0,0.6093,0.8125,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,13054,530.2911,0.240578,841.9905,597.1564,5,0.2031,4,0.1625,2,18,0.7312,13369,10080,409.4787,0.303166,11600,,235,214,21,,,9.5464,4329,4815,91,3017,4060,70,1312,755,21,2,0,0,0,0,2,7643,7621,138,4618,6605,109,3025,1016,29,4,0,1,0,0,2
ESPORTSTMNT04_1970407,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1970407?gameHash=91bf2ece757b7bac,WCS,2021,,0,10/5/2021 13:06,1,11.19,2,Blue,jng,Tarzan,oe:player:62922f2b370657a966de4d84f5586bf,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,Qiyana,Nidalee,Twisted Fate,Jayce,Kennen,Poppy,1477,1,4,2,5,15,5,1,0,0,0,1,0,1,0,0.6093,0.8125,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,9824,399.0792,0.181051,868.8829,395.2607,6,0.2437,14,0.5687,6,50,2.0311,9672,6383,259.2959,0.191969,8450,,162,19,143,,,6.5809,3593,3512,67,3031,3117,65,562,395,2,0,2,0,0,0,0,5110,5367,98,4424,4972,92,686,395,6,0,3,1,0,2,0
ESPORTSTMNT04_1970407,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1970407?gameHash=91bf2ece757b7bac,WCS,2021,,0,10/5/2021 13:06,1,11.19,3,Blue,mid,icon,oe:player:817434295a673aed431435658b65d9a,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,LeBlanc,Nidalee,Twisted Fate,Jayce,Kennen,Poppy,1477,1,2,1,9,15,5,0,0,0,0,0,0,0,0,0.6093,0.8125,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,22059,896.1002,0.406535,639.323,264.13,5,0.2031,5,0.2031,2,19,0.7718,10380,7091,288.0569,0.213264,9400,,230,211,19,,,9.3433,3472,4881,97,2961,4530,74,511,351,23,0,0,0,0,0,0,5546,7770,148,4510,6929,115,1036,841,33,0,2,0,0,1,1
ESPORTSTMNT04_1970407,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1970407?gameHash=91bf2ece757b7bac,WCS,2021,,0,10/5/2021 13:06,1,11.19,4,Blue,bot,Light,oe:player:3c4d21c7addb20fea3fec30418ac3d3,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,Aphelios,Nidalee,Twisted Fate,Jayce,Kennen,Poppy,1477,1,1,0,3,15,5,0,0,0,0,0,0,0,0,0.6093,0.8125,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,7152,290.5349,0.131807,291.4286,356.9127,12,0.4875,12,0.4875,4,35,1.4218,10345,7056,286.6351,0.212211,7950,,233,225,8,,,9.4651,3165,3326,81,3358,3282,95,-193,44,-14,0,0,0,0,0,0,5322,6088,133,5595,5052,133,-273,1036,0,0,1,0,2,0,0
ESPORTSTMNT04_1970407,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/ESPORTSTMNT04/1970407?gameHash=91bf2ece757b7bac,WCS,2021,,0,10/5/2021 13:06,1,11.19,5,Blue,sup,Iwandy,oe:player:db820b983e253a5e5926aa8cd8d1a82,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,Leona,Nidalee,Twisted Fate,Jayce,Kennen,Poppy,1477,1,0,1,5,15,5,0,0,0,0,0,0,0,0,0.6093,0.8125,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,2172,88.2329,0.0400288,298.0095,365.8091,34,1.3812,14,0.5687,10,84,3.4123,5929,2640,107.2444,0.0793895,4850,,45,45,0,,,1.828,2242,2840,22,2033,2727,15,209,113,7,0,0,0,0,0,0,3524,4114,37,3072,3609,21,452,505,16,0,1,0,0,1,1
